,Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_s,Flow_Packets_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_s,Bwd_Packets_s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Header_Length_2,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Protocol,Source_Port,H_src_ip,H_dst_ip,H_dst_port,H_proto,H_pkt_len,H_iat,H_tcp_flags,H_src_port
Bwd_Packet_Length_Max,-0.06497291023241497,0.11317652306469346,0.06380184418728918,0.27360403675945294,0.31318148557772846,0.17930587282201949,0.6485275039861463,-0.00872943731878362,0.25927488070779336,0.6111691691732665,1.0,0.07938615472133047,0.8656847475456445,0.9665565106683393,-0.02802297032524279,-0.06428972509046758,0.012513993801412427,0.04694492437096351,0.11362388568108749,-0.0003688321973972578,0.11192935232312588,0.02320352990942109,0.06031390687681814,0.11218520925443794,-0.00036670840027879317,0.19808875714382018,0.027211081138499946,0.0500659365006512,0.10487630795033878,0.0071304685582524036,0.0019433792808451439,0.0,0.0,0.0,0.3473310644288664,0.29705357659338716,-0.06388834250278518,0.002180429496644692,-0.009616925859799874,0.9506118050521355,0.6055939395575288,0.9188007433160416,0.8374638202909371,0.0,-0.0008931846729270521,0.0019433792808451439,0.0,-0.044231964272289905,0.015608914825601542,0.01906517427432231,0.0,0.052476771565587284,0.48424148547004625,0.25927488070779336,0.8656847475456445,0.3473310644288664,0.0,0.0,0.0,0.0,0.0,0.0,0.06380184418728918,0.31318148557772846,0.27360403675945294,0.17930587282201949,0.403886892369669,0.0861467716763919,0.21492983125426326,0.24048293842634808,0.06424577254441574,0.029333027103894738,0.040601702933026396,0.063181129581718,0.14500625889530433,0.014192202851617017,0.11138772655655689,0.1857751587143232,0.05085829584430743,0.03193816940022543,0.36947922716603177,0.3714457925281399,-0.36187502507937896,0.35414135006308833,0.3686711646172406,0.08166301168287438,0.1442566112919505,-0.3458725887061102
Bwd_Packet_Length_Min,-0.06253090801487474,0.11926638816375151,0.011645681175449266,0.07478198701180577,0.005154748146794141,-0.00047569528759888464,0.017013456204399594,0.08320141078058789,0.0668501364219113,-0.006054831398047486,0.07938615472133047,1.0,0.2758361637169227,-0.0015181432225633317,-0.17060682912638123,-0.39001717734021485,0.08363289979428747,0.09690463377827731,0.10877856174847819,-0.0022217619640446462,0.11927805654224101,0.1075992501566264,0.1035633304996168,0.1087364737072287,-0.0022540093452761583,0.10095940420338871,0.10682790164605245,0.10501010744612853,0.10565087451679403,0.12403521385131687,0.001006345874158759,0.0,0.0,0.0,0.05250971116580725,0.0626042493815672,-0.39145944918965053,0.2044516756889156,0.08546227150241423,0.052590253946870544,0.12769690535669184,0.08399996057319009,0.0238641065899381,0.0,-0.005930142626307015,0.001006345874158759,0.0,-0.40206851069647476,0.0004594448466351463,-0.002323593084093092,0.0,0.42211639623967123,0.10642886356600284,0.0668501364219113,0.2758361637169227,0.05250971116580725,0.0,0.0,0.0,0.0,0.0,0.0,0.011645681175449266,0.005154748146794141,0.07478198701180577,-0.00047569528759888464,-0.20078281111672427,-0.0008143923233420464,0.06901980175098743,0.1700108432731014,0.03505000317324798,0.04722144595446158,0.04681685662192107,0.0015287538492552081,0.10276386098124117,0.10395806965461028,0.10989247013069911,0.08483653536012452,0.6281466798761838,0.038536353727145506,0.3316793319911319,0.3381502863429801,-0.35878181572828133,0.3575448561693556,0.3448760373127184,0.14510003322521245,0.11496210544698475,-0.2859049886818578
Bwd_Packet_Length_Mean,-0.06583998457672002,0.0983626983236717,0.07178354616690608,0.3425228761110573,0.25476006616668356,0.27368223899590743,0.4758196068000938,0.011303856819964738,0.20672694548576923,0.44845918238422816,0.8656847475456444,0.2758361637169227,1.0,0.8566686160765447,-0.05829528668864285,-0.13352333534541364,0.02359301245717544,0.04928409967088039,0.10279163716610694,-0.0007627441321910637,0.09692021447423979,0.035176439764764804,0.059430893841937435,0.1007946771979656,-0.0007677407919314127,0.15015844811183535,0.038036162365406044,0.05336713149650769,0.09603936272168748,0.03181420945956429,0.003817127504100254,0.0,0.0,0.0,0.3889139325081181,0.3694850276046762,-0.1334977393570711,0.04438010801887348,0.010268915133225235,0.8133573473532942,0.6701108170545055,0.8688029817737919,0.8636685083211129,0.0,-0.0017691575283692508,0.003817127504100254,0.0,-0.1290626376145497,0.02493181295078479,0.031073039989795055,0.0,0.1378312060245033,0.5376231056705086,0.20672694548576923,1.0,0.3889139325081181,0.0,0.0,0.0,0.0,0.0,0.0,0.07178354616690608,0.25476006616668356,0.3425228761110573,0.27368223899590743,0.2942009209077222,0.0703026285657867,0.22939272472495903,0.23280373980431854,0.06079318148249576,0.03176358032617199,0.04169552623281139,0.05595977781591315,0.12431176682065645,0.02817476297660847,0.10097077160315966,0.1510915276958465,0.17241836018583973,0.033384311907383536,0.3724949848334421,0.3737625740368136,-0.367272267547825,0.3646456989042489,0.3741427712053492,0.09617730698259065,0.1434248041718576,-0.3501211997558219
Bwd_Packet_Length_Std,-0.060863392860835516,0.09278375984661631,0.053237720441145824,0.21622485794742555,0.2927287043883329,0.13354343940426577,0.6260642535539551,-0.015319217418524697,0.25818656689233305,0.6103332397692274,0.9665565106683393,-0.0015181432225633317,0.8566686160765445,1.0,-0.014059646614719064,-0.03238216030885649,0.004448081405517246,0.035198560914629924,0.09338242680116751,-0.0001871092210218687,0.09157111316317876,0.012528301051230024,0.04686332567488757,0.09194302695201109,-0.00018220754128766176,0.17157254248534728,0.01678309296606662,0.037636614751499715,0.08558947721442105,-0.0030787368081212664,0.0033355059856559873,0.0,0.0,0.0,0.2940840025300332,0.2386024286476689,-0.03185096334981603,-0.015128906516555473,-0.01694286896312287,0.9224716042809565,0.5940387875062098,0.9268439667408189,0.8456736819548631,0.0,-0.00028260663813922616,0.0033355059856559873,0.0,-0.014633228178626483,0.0207456092764525,0.025486728173389768,0.0,0.013449109728099026,0.47617222459140734,0.25818656689233305,0.8566686160765445,0.2940840025300332,0.0,0.0,0.0,0.0,0.0,0.0,0.053237720441145824,0.2927287043883329,0.21622485794742555,0.13354343940426577,0.43128515904587184,0.0929216237506756,0.17706816025523875,0.23215260540728408,0.05362181609662781,0.02173598577503942,0.0328572083837264,0.05653356602264934,0.12256385031278706,0.00226030924575921,0.09093894103993756,0.16169649011115142,-0.001507127800458666,0.02896657277892544,0.34853090374593554,0.3492086920063168,-0.33602415568781613,0.33065675467665845,0.34643897909382193,0.07045946442285107,0.1387967903867842,-0.33302918912972157
Flow_Bytes_s,0.004533394205766217,-0.1340520278272788,-0.015458801695665107,-0.05735656751396897,0.03316566295927615,-0.002077921330088789,0.25381559012643656,0.7082885945205627,0.6602103382915611,0.11274747077159342,-0.02802297032524279,-0.17060682912638125,-0.05829528668864285,-0.014059646614719064,1.0,0.4161568100740211,-0.1305000116683845,-0.1328515789871917,-0.1324995711317101,-0.002029760853966247,-0.1339878312941575,-0.13535835661102352,-0.1331767537845969,-0.13243194599228794,-0.001977053759628816,-0.08723346596095367,-0.08625006067198002,-0.08540659719635134,-0.08735565877717928,-0.08535785721553837,0.09567861374265699,0.0,0.0,0.0,-0.05903834577997945,-0.04882116025808082,0.4162782066633698,-0.14824266521437046,0.7300916495816472,0.13317983214916163,0.5507503949524859,0.05219014955145056,0.044399548385410006,0.0,0.008611844723275164,0.09567861374265699,0.0,-0.24219932928373053,0.04157186980297447,-0.016591475277414565,0.0,-0.269310501314767,0.6645931308342379,0.6602103382915611,-0.05829528668864285,-0.05903834577997945,0.0,0.0,0.0,0.0,0.0,0.0,-0.015458801695665107,0.03316566295927615,-0.05735656751396897,-0.002077921330088789,-0.08634279616482772,-0.01048932584332063,-0.07767891992408599,0.18133079439077038,-0.0355267996891699,-0.04248275310001198,-0.043262741602751315,-0.007040035588425184,-0.13063043454107237,-0.11006614790377887,-0.13128632423866468,-0.12123899809533417,0.3301940011196353,0.02066725936000762,0.1616071249337991,0.14711407296571175,-0.11893412627271209,0.17114649054963182,0.1641141736085279,-0.04405133914258176,0.0706428200591975,-0.22796519842738802
Flow_Packets_s,0.008051272719116967,-0.3071544723431451,-0.03551611418658472,-0.13126094634883434,-0.02415822570199199,-0.00482601899629657,-0.02850335157971642,-0.006794744641027454,-0.0172795900551947,-0.024695009779366662,-0.06428972509046758,-0.39001717734021485,-0.13352333534541366,-0.03238216030885649,0.4161568100740211,1.0,-0.2990151598610197,-0.30440340186392456,-0.3035975560294878,-0.004651471464751647,-0.3070072627897204,-0.31014711550519636,-0.3051485041828191,-0.3034423634434632,-0.004530628609059417,-0.19987939509148697,-0.197625079402253,-0.19569253963817454,-0.20015906138796571,-0.19504068923189405,0.0044178367976714,0.0,0.0,0.0,-0.1420974378135278,-0.11174552289857169,0.9998171918130623,-0.3328155429917531,-0.006266697632905806,-0.03476497531353824,-0.026098135429063855,-0.034536866016679255,-0.0256038612599129,0.0,0.010609015748778702,0.0044178367976714,0.0,0.04355967791836601,-0.0202371958743324,-0.03357940398150512,0.0,-0.6146453952868952,0.006027172777685575,-0.0172795900551947,-0.13352333534541366,-0.1420974378135278,0.0,0.0,0.0,0.0,0.0,0.0,-0.03551611418658472,-0.02415822570199199,-0.13126094634883434,-0.00482601899629657,-0.0038749807825024527,-0.023815072582556614,-0.17788150791253662,-0.03371642597076059,-0.08140673489776891,-0.09734121163533838,-0.09912977234206137,-0.016136859186150713,-0.2993148962934232,-0.2521949476073441,-0.300817498479314,-0.27779657066806207,-0.039400876456796005,0.00187736091605245,-0.05994222119725699,-0.060549269821817325,0.05934577002654687,-0.06053424918754151,-0.060665983090185456,-0.17388694761383836,-0.011357536048485758,0.05728987024935692
Flow_IAT_Mean,-0.0008450058484769333,0.8890202858254467,0.08355916780326335,0.08038143264829002,0.027170706023397793,-0.0004932437791130026,0.00505956041831791,-0.003975757341992183,-0.001462790040891188,0.005419612647978097,0.012513993801412429,0.08363289979428748,0.02359301245717544,0.004448081405517246,-0.1305000116683845,-0.2990151598610197,1.0,0.9817197994516604,0.9345223150096785,0.05423925176039182,0.8887131096550842,0.9774079293251671,0.9638010647388934,0.9339036820437151,0.05426051090996029,0.4237877595918549,0.46789055454411477,0.4627863642188394,0.45364668173173317,-0.000380958159820749,0.00039878046682728625,0.0,0.0,0.0,0.3423280126041116,0.06687646290703918,-0.2940930767918578,-0.14053984164620542,-0.004092726588034347,0.004707514808248986,-0.0030855793472680548,0.00280324346328662,0.0007043281418529802,0.0,-0.005044561731926525,0.00039878046682728625,0.0,0.015063895358809169,-0.01259829831123295,-0.010274792263082727,0.0,-0.23449095330591638,-0.024955314535569085,-0.001462790040891188,0.02359301245717544,0.3423280126041116,0.0,0.0,0.0,0.0,0.0,0.0,0.08355916780326335,0.027170706023397793,0.08038143264829002,-0.0004932437791130026,0.005692876007597546,-0.0009744910986491864,0.44933937528711737,-0.016682573190261517,0.14742577958063974,0.18207160762075267,0.18108985638144265,0.02251042496139995,0.940155089331539,0.7783631337557086,0.9322207824752388,0.8908198586875112,-0.02026069282813026,-0.0076793072075375226,-0.009131040480394556,-0.00923799176282217,0.012594130968133646,-0.009930435632030275,-0.009775702236126834,0.41859506872145213,-0.004627457792222568,0.0014275250608179332
Flow_IAT_Std,-0.004476120047775356,0.9030468292852285,0.08703196368728568,0.10195107164605448,0.04120092652295334,0.002776966379446975,0.03143651764042028,-0.010866539179005682,0.0038882302608982747,0.03069547847941562,0.04694492437096351,0.09690463377827731,0.049284099670880384,0.035198560914629924,-0.13285157898719166,-0.30440340186392456,0.9817197994516605,1.0,0.9748506081298097,-0.00033380162652225253,0.9026953085040473,0.9882082542063567,0.995314736107749,0.9741716290229138,-0.0002648785526208121,0.49910820499719116,0.5228634107317928,0.5206826174757293,0.5215962085983716,-0.00045874104693245925,0.006597389786015069,0.0,0.0,0.0,0.35856880531365615,0.08649817767813708,-0.2993926164675857,-0.14307268857591612,-0.011233513635606526,0.03732396278804556,0.009574987345215747,0.032282416197429505,0.0222194832936874,0.0,-0.005134777232837153,0.006597389786015069,0.0,0.014135840110237479,-0.011200419268907922,-0.01506288394527255,0.0,-0.235017227495011,-0.016700327387250465,0.0038882302608982747,0.049284099670880384,0.35856880531365615,0.0,0.0,0.0,0.0,0.0,0.0,0.08703196368728568,0.04120092652295334,0.10195107164605448,0.002776966379446975,0.020082200573897292,0.0017145639795383366,0.46406666311349865,-0.013832175327680949,0.1801153357491877,0.2191058146663501,0.21703390165235883,0.028943027759516484,0.976025834146267,0.8277249291241269,0.9730028143804019,0.9203653507732663,-0.02241470799158918,-0.0061594829775675165,0.0054101478649597285,0.0054890513435977345,-0.002580085132928472,0.004356936143382096,0.004867505882602155,0.42331120163120833,0.0013255160941303737,-0.010911153795786744
Flow_IAT_Max,-0.009535370783765814,0.9328970491002884,0.09878892928968103,0.14994349332669066,0.0787035510250507,0.02471668624736348,0.08959942912544226,-0.010773357435203754,0.026243652166878847,0.08062972584208618,0.11362388568108749,0.1087785617484782,0.10279163716610695,0.0933824268011675,-0.1324995711317101,-0.3035975560294878,0.9345223150096785,0.9748506081298097,1.0,0.01198648657779298,0.9326195944142477,0.9682865315367372,0.9833778733753089,0.9995911102700248,0.012036542666388128,0.5963172096219045,0.5807849453208924,0.5839580096708225,0.6046312863040634,-0.001681801280633869,0.01406688471360549,0.0,0.0,0.0,0.4082507324401491,0.13179630986555077,-0.29859999277976224,-0.1426960478692645,-0.011066261455879868,0.10427506297651847,0.04947849572107841,0.09246587564413052,0.07044157236674817,0.0,-0.005123505187925389,0.01406688471360549,0.0,0.009817635354303486,-0.006903654251514393,-0.014583362378422341,0.0,-0.22944887544361886,0.014824890947275494,0.026243652166878847,0.10279163716610695,0.4082507324401491,0.0,0.0,0.0,0.0,0.0,0.0,0.09878892928968103,0.0787035510250507,0.14994349332669066,0.02471668624736348,0.04552721642756461,0.0037701617718001014,0.5104222838528223,-0.0004466054319964756,0.22838846336740162,0.2713411643101674,0.2700376207794036,0.042078698720753614,0.9792843179231346,0.8839627915152736,0.9989297359214411,0.9027033736726625,-0.021884118133534053,-0.0035162685721076793,0.034627550552494314,0.034893495550927835,-0.03172561651724136,0.03304660600017446,0.034329575408019494,0.43544667139080145,0.012727770948009143,-0.03787371262183911
Flow_IAT_Min,-0.001989354609784781,0.006554151484248474,6.439749324178425e-05,-0.0007528644677153658,0.009659359076934514,-2.7936663363947e-05,0.0359426678775246,0.09164571323933311,0.08906558569178713,0.020635819619033508,-0.00036883219739725775,-0.002221761964044646,-0.0007627441321910637,-0.0001871092210218687,-0.002029760853966247,-0.004651471464751647,0.054239251760391814,-0.00033380162652225253,0.01198648657779298,1.0,0.006553504455978723,0.04145015430553678,-0.00047414303481439296,0.011985797881145729,0.9991554626050975,-0.0011558906460269077,-0.0011428382537157474,-0.0011316627518016468,-0.0011575118067175762,-0.0011730311965400702,0.05055001011960326,0.0,0.0,0.0,0.0016560255976707777,-0.0006341415369109052,-0.00457487275306135,-0.0021877590447431606,0.09445319893272293,0.01991095766043149,0.06880411552580232,0.010719784371596418,0.004430724786251735,0.0,-7.783378755074213e-05,0.05055001011960326,0.0,-0.05542991181035297,0.06272439091326384,0.08681533174069048,0.0,-0.0032553272260147374,0.07799109158388162,0.08906558569178713,-0.0007627441321910637,0.0016560255976707777,0.0,0.0,0.0,0.0,0.0,0.0,6.439749324178425e-05,0.009659359076934514,-0.0007528644677153658,-2.7936663363947e-05,-0.023716208030622146,0.0009296129725064287,0.00013708052091809044,0.06127755101685374,0.019239665187957083,0.002259939847515114,0.008599882981304931,0.026289266007557606,-0.00017160482448451878,0.00010877524170790127,0.00011441818603579339,-0.00036771895132318955,0.012323130815865953,-0.0071555317383899504,0.04945723351797693,0.049008729341683516,-0.04396549497774858,0.050778442890511415,0.05115021418796316,0.009270812293823762,0.018575689149308725,-0.06261767418261743
Fwd_IAT_Total,-0.00918886377971032,0.9999105355099199,0.11560422027594716,0.1645770603205661,0.0819092063403068,0.019489921772640303,0.09267241787600256,-0.01029465558809791,0.02524679587664656,0.08367245218456486,0.1119293523231259,0.11927805654224102,0.09692021447423979,0.09157111316317879,-0.1339878312941575,-0.3070072627897204,0.8887131096550842,0.9026953085040474,0.9326195944142477,0.006553504455978723,1.0,0.9322082035703021,0.9084290502391968,0.9329924739637047,0.006601829167733563,0.6959659186018939,0.6553558558956378,0.6526512656306697,0.6780435285461918,-0.004270227096669772,0.0007921223869657766,0.0,0.0,0.0,0.45232043889965134,0.14318930986465586,-0.3019534804806659,-0.14430317536126236,-0.010392313923143057,0.10207729755261875,0.04350121039718112,0.08948379366767005,0.06634546716470546,0.0,-0.005186798853153782,0.0007921223869657766,0.0,0.008903824136944656,-0.013596468391969981,-0.016725633836316225,0.0,-0.23649259353060043,0.008787574464785858,0.02524679587664656,0.09692021447423979,0.45232043889965134,0.0,0.0,0.0,0.0,0.0,0.0,0.11560422027594716,0.0819092063403068,0.1645770603205661,0.019489921772640303,0.04678605309748295,0.0015410650348348543,0.5677666760587053,-0.014776162523280439,0.24661995688146277,0.31437443571452883,0.32184633445318367,0.031099496438150416,0.9134794479829855,0.794120556155649,0.9330771810210845,0.8294182621583157,-0.026581371533384773,-0.004330083425373723,0.035978653899406556,0.036235025517730376,-0.03189964277472018,0.033616496680689056,0.035354646213745435,0.4663172201450451,0.011715507112213665,-0.039972598255331386
Fwd_IAT_Mean,-0.0017151295456282686,0.9321087300993677,0.08984665571442385,0.10571383202287503,0.03229816163570425,7.47418863944587e-05,0.012619168527476896,-0.006247032222600047,-0.00045536221517406114,0.012746451551159796,0.02320352990942109,0.1075992501566264,0.03517643976476481,0.012528301051230024,-0.13535835661102355,-0.31014711550519636,0.9774079293251671,0.9882082542063567,0.9682865315367372,0.04145015430553678,0.9322082035703022,1.0,0.9883567265661135,0.9686528066624964,0.041530184159272635,0.5426397755909912,0.5758266688238654,0.5687982742681054,0.5661772499985608,0.00036203281475740714,0.00018370783593684768,0.0,0.0,0.0,0.36888420298582353,0.08830036527246601,-0.3050416627185121,-0.14577821557043483,-0.006295345676927056,0.013269491390408438,-0.0006149058783071012,0.01040313390250805,0.005825082023811661,0.0,-0.005239819469068775,0.00018370783593684768,0.0,0.017800800439978184,-0.013806302151705396,-0.013384871602096338,0.0,-0.24160838165435078,-0.024676051347787723,-0.00045536221517406114,0.03517643976476481,0.36888420298582353,0.0,0.0,0.0,0.0,0.0,0.0,0.08984665571442385,0.03229816163570425,0.10571383202287503,7.47418863944587e-05,0.010335281729312286,-0.0042077917812366455,0.48264520875660427,-0.016865517437826844,0.17706518091180795,0.22182689146265663,0.22061483592914025,0.02365023992402848,0.9652611123392978,0.8258863148884813,0.9674404943778231,0.900299153437699,-0.020821293434465187,-0.007455846036370297,-0.008783726590095077,-0.008867982939260442,0.012315678856321116,-0.009868113719665506,-0.009429485689055613,0.43809653337150795,-0.004748320741676044,0.001006175483275442
Fwd_IAT_Std,-0.0055219035961120945,0.9083414698668303,0.08862794941655686,0.11244953027274153,0.04719524375449217,0.0042095467350702735,0.042525730830194224,-0.01135983618090377,0.007721704171314894,0.04064227161633514,0.06031390687681814,0.1035633304996168,0.059430893841937435,0.04686332567488756,-0.1331767537845969,-0.305148504182819,0.9638010647388934,0.995314736107749,0.9833778733753088,-0.00047414303481439296,0.9084290502391967,0.9883567265661135,1.0,0.9837689379084253,-0.0004290711817637713,0.5372588534171381,0.5509700320386154,0.5497555157684331,0.55554914512717,-0.00028511454212925224,0.00781008867246915,0.0,0.0,0.0,0.3661407631493607,0.09583377701128593,-0.30012531229982353,-0.14342986572502392,-0.011568199778369124,0.05030109727620683,0.015930509349384718,0.043636184177023155,0.03018350874940975,0.0,-0.0051553989543549625,0.00781008867246915,0.0,0.01450185793469762,-0.010901286638758537,-0.016534207772244857,0.0,-0.23494088091452517,-0.011870037877740929,0.007721704171314894,0.059430893841937435,0.3661407631493607,0.0,0.0,0.0,0.0,0.0,0.0,0.08862794941655686,0.04719524375449217,0.11244953027274153,0.0042095467350702735,0.0253121656983655,-0.0018069465573833886,0.47151371515932744,-0.013399487329135647,0.19256379603678123,0.233725132778567,0.2312928621730495,0.030873567140662736,0.9831181347786423,0.8415287572462714,0.9826366597211365,0.9243225330002021,-0.022354094772437445,-0.005725638658795257,0.00934313818152384,0.009454200777648702,-0.006552134534305291,0.00806401641504763,0.008877355461918528,0.4249866707009497,0.002966580132341639,-0.01448059127699594
Fwd_IAT_Max,-0.009138234719876102,0.9329148393205303,0.09861593070904696,0.14870641326240522,0.07791885904370022,0.023434883560705003,0.08812339750945537,-0.010843933949979203,0.02524493790227215,0.07891037420557113,0.11218520925443794,0.1087364737072287,0.1007946771979656,0.0919430269520111,-0.13243194599228794,-0.3034423634434632,0.933903682043715,0.9741716290229138,0.9995911102700248,0.01198579788114573,0.9329924739637047,0.9686528066624964,0.9837689379084252,1.0,0.012040748314954332,0.5959976659451351,0.5799433711820258,0.5832834894710696,0.6041477702238764,-0.0016737690159714025,0.013103955215529706,0.0,0.0,0.0,0.40697611555316643,0.1301065126126819,-0.2984472679703311,-0.14262738909558348,-0.010985444806694228,0.10269713706608471,0.04785628885712811,0.09057947904227025,0.0679794096363584,0.0,-0.005126565526720054,0.013103955215529706,0.0,0.01056616291353886,-0.007734511040460091,-0.015676511744227205,0.0,-0.2310724034828744,0.01352973173399262,0.02524493790227215,0.1007946771979656,0.40697611555316643,0.0,0.0,0.0,0.0,0.0,0.0,0.09861593070904696,0.07791885904370022,0.14870641326240522,0.023434883560705003,0.044841679235518,-0.00140433323857759,0.5106420385624121,-0.003657625848913507,0.22730092442228772,0.27113108006806413,0.26957052006894644,0.04067833719993547,0.979489423999778,0.884219301781738,0.9991649421239924,0.9028556025372534,-0.02207351578761869,-0.0036558576468999067,0.032456763526028304,0.032687709970471115,-0.02947392420954573,0.03085610629560958,0.03215983025780147,0.43507277530024796,0.011941729209647202,-0.03594516338037106
Fwd_IAT_Min,-0.0017833026985910449,0.006600582449583836,7.923257577801824e-05,-0.00073498065199463,0.009661137399964577,-2.7244530811939652e-05,0.035935921895347916,0.09162129788925669,0.08904194394460534,0.020631280689515936,-0.0003667084002787932,-0.0022540093452761583,-0.0007677407919314129,-0.00018220754128766176,-0.001977053759628816,-0.004530628609059418,0.05426051090996029,-0.0002648785526208121,0.012036542666388126,0.9991554626050974,0.006601829167733563,0.041530184159272635,-0.0004290711817637714,0.01204074831495433,1.0,-0.0011258974136587278,-0.0011132106404196113,-0.0011023238027054313,-0.0011274925541987415,-0.001106270492671862,0.05049860749863395,0.0,0.0,0.0,0.0017202684714036967,-0.0006159281532283168,-0.004456648225561831,-0.0020999333848215175,0.09443047474860736,0.019910074545492183,0.06878897715908527,0.010719799814330924,0.004432831174132804,0.0,-7.582451432523844e-05,0.05049860749863395,0.0,-0.05363747642873782,0.06035665251318973,0.0835410300848835,0.0,-0.0034275679197339716,0.07796715675898704,0.08904194394460534,-0.0007677407919314129,0.0017202684714036967,0.0,0.0,0.0,0.0,0.0,0.0,7.923257577801824e-05,0.009661137399964577,-0.00073498065199463,-2.7244530811939652e-05,-0.024998510077190533,-0.0001163841837914811,0.0001979270431225939,0.060807290030613366,0.019243166437137596,0.0022732767373402963,0.008610691859209327,0.026280050673835084,-0.00012751515907329086,0.00014579438677157642,0.00015859783630251445,-0.0003266990414460826,0.01232554429698191,-0.007250130421187238,0.04785388433365467,0.047391129280073066,-0.04238513770233447,0.04922473213186957,0.049463331313873,0.008948216774924685,0.017735266802543583,-0.061046801801447066
Bwd_IAT_Total,-0.015699991685528266,0.6962434973521175,0.10089849344191694,0.21511853882436033,0.11678201367783601,0.03649915960135934,0.17284826484723298,-0.011255471094974783,0.05433276040534292,0.15559566249405984,0.19808875714382015,0.10095940420338871,0.15015844811183535,0.1715725424853473,-0.08723346596095366,-0.19987939509148694,0.42378775959185483,0.49910820499719116,0.5963172096219045,-0.0011558906460269077,0.6959659186018939,0.5426397755909912,0.5372588534171381,0.5959976659451353,-0.001125897413658728,1.0,0.8814009546870049,0.8812533662127777,0.9409891051461481,-0.02555578841563489,0.00525772096738064,0.0,0.0,0.0,0.3858811661815711,0.19139720892313722,-0.19658910766032006,-0.09394889806457918,-0.011634880064233626,0.19188536325371994,0.090059945690908,0.16998842127614797,0.12722373626852343,0.0,-0.0033755313988557676,0.00525772096738064,0.0,0.004539327145099326,-0.003894371349214474,-0.010469734931276778,0.0,-0.13988302888201448,0.053596153252141766,0.05433276040534292,0.15015844811183535,0.3858811661815711,0.0,0.0,0.0,0.0,0.0,0.0,0.10089849344191694,0.11678201367783601,0.21511853882436033,0.03649915960135934,0.08712750776683181,0.016883585938038397,0.45589964979972114,0.026832222985849644,0.2301611434811807,0.2974101346132303,0.31381306585917085,0.029284360199717717,0.5654792804220333,0.5120767453095296,0.5964454426035629,0.4940334235470026,-0.016522629711256287,0.0044783354031288185,0.07829024100341016,0.07912019265369574,-0.07565562680173427,0.07498157283524601,0.07816780393167058,0.3184125982465761,0.02874519683355299,-0.07600932968394326
